name,rating,position,nation,team,pac,sho,pas,dri,def,phy
L. Heeney,56,,Republic of Ireland,Drogheda United,62,50,52,58,52,66
H. Al Ghamdi,56,,Saudi Arabia,Al Wehda,68,51,51,58,26,51
N. Das,56,,India,Chennaiyin FC,72,26,42,52,57,68
O. Ågren,56,,Sweden,San Jose Earthquakes,50,29,46,44,56,60
Long Wei,55,,China PR,Zhejiang Professional FC,54,31,48,53,53,65
M. Letkiewicz,55,,Poland,Miedź Legnica,61,28,43,51,55,59
O. Óskarsson,55,,Iceland,F.C. København,70,55,43,53,25,59
T. McGill,55,,England,Brighton & Hove Albion,56,54,59,57,19,53
L. Mendy,55,,Senegal,Sarpsborg 08 FF,62,46,52,57,51,52
V. Murthy,55,,India,Mumbai City FC,73,38,47,52,49,56
K. Corbett,55,,England,Peterborough United,75,56,41,53,21,53
O. Bouda,55,,Burkina Faso,San Jose Earthquakes,73,49,50,59,20,49
S. Robertson,55,,England,Forest Green Rovers,79,49,51,55,42,45
Sun Zheng'ao,55,,China PR,Zhejiang Professional FC,51,29,41,35,55,59
S. Wangjam,55,,India,Bengaluru FC,78,34,51,55,49,68
M. Viltard,55,,France,FC Sochaux-Montbéliard,62,38,51,55,58,62
L. Pöhls,55,,Germany,Shamrock Rovers,56,57,56,56,34,52
M. Berg,55,,Germany,SK Austria Klagenfurt,62,46,53,56,51,49
J. Jones,55,,Wales,Forest Green Rovers,73,40,46,52,49,67
L. Jawara,55,,Gambia,Viborg FF,69,33,39,47,54,63
G. Burroughs,55,,Scotland,Coventry City,60,24,37,37,54,62
M. Hundley,55,,United States,Colorado Rapids,65,51,50,54,23,53
F. Holst-Larsen,55,,Norway,Strømsgodset IF,68,29,44,53,49,52
P. Lakra,55,,India,NorthEast United FC,74,29,43,52,50,69
L. Ralte,55,,India,NorthEast United FC,79,54,44,58,28,65
A. Mujanic,55,,Sweden,APOEL Nicosia FC,68,43,57,60,40,50
A. Taşdan,55,,Turkey,Yukatel Kayserispor,56,59,52,58,23,50
D. Adjei-Hersey,55,,England,AFC Wimbledon,82,46,44,60,26,45
D. Farooq,55,,India,Bengaluru FC,69,52,53,55,35,57
L. Duzel,55,,Australia,Western United FC,68,40,52,58,43,49
H. Morales,55,,France,Pau FC,61,31,46,41,57,58
Rochharzela,55,,India,NorthEast United FC,72,42,53,59,32,40
Yao Xuchen,55,,China PR,Hebei FC,60,44,50,56,42,56
A. Prokopenko,55,,Germany,SC Freiburg II,66,46,50,57,24,45
M. McMillan,55,,England,Fleetwood Town,79,55,51,58,21,46
F. Wennergrund,55,,Sweden,IFK Värnamo,68,30,49,55,50,50
A. Basenach,55,,Germany,1. FC Kaiserslautern,73,46,53,56,51,56
Ren Wei,55,,China PR,Hebei FC,64,55,44,54,46,61
D. Lembikisa,55,,Jamaica,Wolverhampton Wanderers,77,42,49,55,48,48
R. Rainey,55,,Republic of Ireland,Finn Harps,63,47,55,53,51,59
J. Hoffmann,55,,Germany,SG Dynamo Dresden,63,55,44,53,25,57
M. Sutton,55,,Australia,Melbourne City FC,57,53,53,56,22,52
A. Iervolino,55,,Italy,US Salernitana 1919,55,40,54,57,48,50
A. Ocampo-Chavez,55,,United States,Seattle Sounders FC,59,56,43,57,26,50
J. Helliwell,55,,England,Barnsley,73,28,40,51,51,55
T. Ness,55,,Norway,FK Jerv,62,45,53,57,54,58
M. Riisnæs,55,,Norway,Vålerenga Fotball,69,47,53,58,47,58
D. Remie,55,,Netherlands,Feyenoord,50,52,68,54,32,63
M. Flores,55,,Paraguay,Club Sol de América,72,44,47,57,31,52
M. Emilsen,55,,Norway,Vålerenga Fotball,56,36,50,52,52,61
P. Lehmann,55,,Germany,SG Dynamo Dresden,51,36,45,43,54,62
P. Schermer,55,,Austria,WSG Tirol,58,52,54,57,24,51
A. Despa,55,,Romania,Rapid București,70,55,40,59,19,51
Liao Chengjian,55,,China PR,Changchun Yatai FC,62,23,34,37,56,69
J. Walsh,55,,England,Queens Park Rangers,58,55,61,59,58,51
S. Mellack,55,,Germany,SC Freiburg II,57,51,54,58,32,50
M. Delorge,55,,Belgium,Sint-Truidense VV,61,46,54,60,27,45
D. Kadji,55,,England,Bristol City,60,37,48,54,51,55
M. Kanté,55,,Guinea,Odense Boldklub,73,55,41,57,16,50
K. Leavy,55,,Republic of Ireland,Reading,64,41,54,58,49,53
B. Klebaniuk,55,,Poland,Pogoń Szczecin,53,51,55,55,33,56
E. Roback,55,,Sweden,FC Nordsjælland,83,48,43,60,19,38
J. Cropper,55,,England,Grimsby Town,66,39,46,51,50,64
Shin Jae Won,55,,Korea Republic,Suwon FC,77,50,50,57,48,57
E. Daškevičs,55,,Latvia,Hamarkameratene,77,43,49,63,33,44
N. Žebrauskas,55,,Lithuania,SpVgg Greuther Fürth,64,29,45,50,53,50
G. Hall,55,,England,Birmingham City,63,47,55,57,40,39
M. Al Baqawi,55,,Saudi Arabia,Al Tai,57,54,52,58,32,51
Nie Aoshuang,55,,China PR,Wuhan FC,68,38,54,58,49,57
Yin Congyao,55,,China PR,Meizhou Hakka,69,51,53,55,39,63
Z. Silini,55,,Algeria,Seraing,60,55,45,55,18,59
M. Abo Abd,55,,Saudi Arabia,Al Adalah,65,48,53,59,32,43
T. Timmermans,55,,Netherlands,St. Patrick's Athletic,65,41,55,55,40,65
C. Tourish,55,,Republic of Ireland,Finn Harps,33,21,32,34,56,63
N. Törnqvist,55,,Sweden,Mjällby AIF,56,54,60,55,46,56
J. Clarke,55,,Republic of Ireland,Bohemian FC,70,50,52,58,51,60
Liu Xinyu,55,,China PR,Shijiazhuang Ever Bright F.C.,65,51,49,55,34,68
L. Frroku,55,,Albania,Panathinaikos FC,63,47,54,55,51,53
P. Weimar,55,,Germany,SpVgg Bayreuth,62,41,51,48,50,60
P. Scheder,55,,Germany,SpVgg Bayreuth,65,52,53,54,48,56
G. Singh,55,,India,Jamshedpur FC,67,43,52,54,50,66
D. Amaral,55,,England,Preston North End,64,34,49,49,54,61
P. Moser,55,,Austria,SV Ried,58,52,58,59,30,50
A. Qasem,55,,Sweden,IF Elfsborg,68,47,51,59,34,54
J. Hodge,55,,Republic of Ireland,Wolverhampton Wanderers,66,46,54,59,48,57
B. Topalloj,55,,Kosovo,Millwall,57,23,28,30,58,63
L. Barrios,55,,Paraguay,General Caballero (JLM),69,55,46,57,17,39
R. Kumar Das,55,,India,Jamshedpur FC,72,47,48,55,42,58
S. Georgiou,55,,Cyprus,Free agent,68,51,44,55,40,61
O. Sivertsen,55,,Norway,Kristiansund BK,81,52,48,60,28,36
H. Birtwistle,55,,Singapore,Wolverhampton Wanderers,75,50,50,52,49,48
J. Gale,55,,England,Mansfield Town,67,53,47,58,36,58
S. Robinson,55,,England,Port Vale,71,32,45,54,54,64
N. Al Qumairi,55,,Saudi Arabia,Al Tai,66,30,48,50,51,56
S. Wikman,55,,Sweden,IK Sirius,66,47,51,57,43,48
P. Grave,55,,Germany,VfL Bochum 1848,55,56,50,61,22,55
N. Hansson,55,,Sweden,IK Sirius,54,26,34,39,53,58
M. Youla,55,,Guinea,Al Tai,64,39,45,51,49,62
A. Dohling,55,,India,FC Goa,74,30,41,48,54,70
A. Kumar,55,,India,Chennaiyin FC,72,32,41,50,48,60
K. Robinson,55,,Republic of Ireland,St. Patrick's Athletic,66,53,45,53,25,52
H. Al Mohammed,55,,Saudi Arabia,Al Fateh,63,41,47,53,50,69
H. Lintott,55,,England,Northampton Town,76,38,42,52,49,67
A. Demirol,55,,Sweden,Hammarby IF,62,43,53,59,51,63
J. Skahan,55,,United States,San Jose Earthquakes,64,44,56,57,42,60
Thiago,55,,Brazil,Houston Dynamo,70,59,46,59,23,49
V. Sinisalo,55,,Finland,Burton Albion,57,54,57,60,24,51
S. Chakrabarti,55,,India,SC East Bengal FC,67,42,46,52,54,66
V. Demateis,55,,Argentina,Deportivo Ñublense,66,33,51,54,48,59
J. Bevan,55,,England,Shrewsbury Town,54,53,52,58,23,52
L. Beckemeyer,55,,Germany,VfL Osnabrück,59,57,51,58,34,51
D. Iancu,55,,Romania,AFC Hermannstadt,74,58,46,57,47,47
D. Grosu,55,,Romania,FC Farul Constanța,78,32,48,53,48,49
H. Boyes,55,,England,Forest Green Rovers,64,45,48,54,46,54
D. Bunk,55,,Germany,Fortuna Düsseldorf,62,44,57,58,33,38
M. Al-Taay,55,,Australia,Newcastle Jets,54,38,50,45,53,61
J. Golding,55,,Republic of Ireland,Oxford United,66,26,36,39,54,63
H. Røsten,55,,Norway,Rosenborg BK,56,32,38,43,55,57
Y. Dukuly,55,,Australia,Stade de Reims,92,41,42,60,26,40
M. Boukamir,55,,Belgium,Royal Charleroi S.C.,63,25,31,49,56,54
V. Latinovich,55,,Serbia,New York City FC,48,24,28,31,53,69
F. Bălan,55,,Romania,FC Voluntari,57,42,52,55,48,61
N. Gahlot,55,,India,Odisha FC,66,37,41,43,53,70
F. Sjøvold,55,,Norway,FK Bodø/Glimt,64,42,55,59,45,50
R. Welch,55,,England,Everton,57,24,30,30,54,64
S. Bitsindou,55,,Congo,Livingston FC,51,36,51,51,52,61
N. Broome,55,,England,AFC Wimbledon,53,58,54,57,36,53
I. García,55,,Uruguay,Montevideo Wanderers,63,23,37,36,56,59
É. N'Zeyi,55,,France,Finn Harps,56,32,47,50,53,66
F. Torsiello,55,,Italy,SV Darmstadt 98,64,55,39,56,22,48
O. Ngom,55,,France,Chamois Niortais Football Club,61,46,52,54,54,56
N. Lella,55,,Italy,Cagliari,63,46,56,61,39,56
Y. El Amri,55,,Morocco,Valenciennes FC,64,46,52,57,30,47
J. Skau,55,,Norway,Odds BK,61,40,52,56,52,51
E. McLaughlin,55,,Republic of Ireland,Derry City,61,48,54,59,36,39
C. Díaz Ferrada,55,,Chile,CD Antofagasta,60,33,48,48,51,64
D. G'Beuly,55,,France,US Quevilly Rouen Métropole,65,41,58,58,38,47
F. Draper,55,,England,Lincoln City,66,55,37,51,24,62
R. Slevin,55,,Republic of Ireland,Finn Harps,65,28,48,51,54,61
T. Roberts,55,,Jamaica,Wolverhampton Wanderers,82,53,47,56,31,47
M. Kablan,55,,Turkey,Fatih Karagümrük S.K.,53,54,50,58,29,53
O. Al Ruwaili,55,,Saudi Arabia,Abha Club,62,57,43,53,19,54
M. Doumbia,55,,Mali,FC Nordsjælland,67,45,52,57,38,46
M. Al Zahrani,55,,Saudi Arabia,Abha Club,69,42,56,60,31,50
N. De Queiroz,55,,Switzerland,FC Lugano,68,24,32,40,54,66
M. Al Yami,55,,Saudi Arabia,Al Shabab,70,33,45,50,53,68
D. Hawkins,55,,Wales,Shelbourne FC,72,47,50,58,30,55
J. Austerfield,55,,England,Harrogate Town,66,45,52,54,45,52
A. Mazilu,55,,Romania,FC Farul Constanța,76,53,45,58,21,50
S. Wearne,55,,England,Grimsby Town,66,48,53,58,36,48
C. Congreve,55,,Wales,Swansea City,64,47,50,62,31,49
J. Lofthouse,55,,Australia,Brisbane Roar,88,53,43,61,25,50
Niu Ziyi,55,,China PR,Henan Songshan Longmen FC,62,28,37,49,52,65
T. Hafstad,55,,Norway,Tromsø IL,66,54,51,56,55,57
S. Khan,55,,Gambia,Swindon Town,63,54,54,53,43,57
P. Rebello,55,,India,FC Goa,62,43,50,59,50,59
Cheng Changcheng,55,,China PR,Changchun Yatai FC,55,55,39,51,31,67
J. Robertsen,55,,Norway,Tromsø IL,71,34,45,56,48,51
D. Kaya,55,,Turkey,MKE Ankaragücü,56,56,57,61,19,50
Yang Chaosheng,55,,China PR,Meizhou Hakka,83,50,42,62,45,52
L. Brunt,55,,England,Leicester City,63,40,55,53,53,53
I. Mohamed,55,,Comoros,Stade Malherbe Caen,53,35,53,51,52,57
J. Bickerstaff,55,,England,Wrexham AFC,73,54,41,55,18,60
A. Procter,55,,England,Accrington Stanley,58,33,40,43,52,66
J. Bengtsson,55,,Sweden,GIF Sundsvall,64,57,46,58,21,47
J. Senior,55,,England,Carlisle United,64,33,42,54,54,58
Kim Jin Hyun,55,,Korea Republic,Pohang Steelers,65,44,56,58,46,54
J. Benn,55,,England,Lincoln City,70,25,46,53,49,58
A. Ranawade,55,,India,Mumbai City FC,72,26,40,51,50,58
S. Singh,55,,India,NorthEast United FC,41,41,47,48,51,80
M. Tollefsen,55,,Norway,Tromsø IL,56,54,56,58,33,53
V. Behrami,55,,Switzerland,Servette FC,67,31,39,52,52,66
L. Sy,55,,France,Valenciennes FC,55,56,53,59,19,51
C. Dehmie,55,,Côte d'Ivoire,Brisbane Roar,78,53,45,56,24,62
S. Tangvik,55,,Norway,Rosenborg BK,55,53,58,57,61,53
L. Isherwood,55,,England,Accrington Stanley,53,55,58,56,29,53
A. Al Nashri,55,,Saudi Arabia,Al Ittihad,52,34,47,47,54,62
I. Drapiński,55,,Poland,Wisła Płock,58,28,34,34,55,65
A. Makatounakis,55,,Greece,SV Darmstadt 98,59,56,55,55,23,56
A. Busch,55,,Denmark,Silkeborg IF,50,29,39,47,55,59
B. Craig,55,,United States,Philadelphia Union,65,38,49,55,54,61
M. Shereef,55,,India,NorthEast United FC,67,41,48,51,52,71
N. Bilokapic,55,,Australia,Huddersfield Town,56,54,56,56,19,55
A. Gerxhaliu,55,,Kosovo,Antalyaspor,46,28,35,38,55,58
N. Bagnolini,55,,Italy,Bologna,52,57,60,56,34,53
Liu Zhurun,55,,China PR,Shanghai Port FC,71,54,38,54,17,56
M. Traore,55,,Senegal,Los Angeles FC,55,27,37,39,56,63
H. Sharma,55,,India,Hyderabad FC,73,44,51,57,50,60
B. Engdahl,55,,Sweden,FC Nordsjælland,78,35,43,51,47,52
E. Çetin,55,,Turkey,Fenerbahçe SK,57,55,47,61,30,50
Liu Baiyang,55,,China PR,Shanghai Port FC,66,51,46,56,27,47
J. Rane,55,,India,Bengaluru FC,70,50,51,59,33,60
A. Bukowski,55,,Poland,Śląsk Wrocław,53,38,53,55,54,65
N. Buck,55,,United States,New England Revolution,66,45,53,58,42,53
R. Brush,55,,England,Sligo Rovers,55,54,55,56,51,52
A. Hawsawi,55,,Saudi Arabia,Damac FC,56,54,52,56,30,53
M. Ozga,55,,Poland,Jagiellonia Białystok,63,25,42,49,55,61
L. Healy,55,,Republic of Ireland,UCD AFC,53,59,58,51,52,50
B. House,55,,England,Sutton United,59,58,54,56,26,46
J. Hakiki,55,,Republic of Ireland,Shelbourne FC,67,51,52,62,48,45
M. Nawaz,55,,India,Mumbai City FC,56,51,54,61,39,51
N. Adjei,55,,Ghana,Hammarby IF,78,25,37,46,54,60
J. Dickman,55,,Sweden,IFK Värnamo,66,46,51,59,25,37
O. van Hattum,55,,New Zealand,Wellington Phoenix,83,53,42,57,38,60
L. Bolay,55,,Germany,Karlsruher SC,68,38,48,54,49,44
N. Sekar,55,,India,Odisha FC,78,46,49,56,26,63
E. Petignat,55,,Switzerland,BSC Young Boys,52,37,49,51,53,60
T. Charters,55,,England,Carlisle United,68,46,52,56,49,64
T. Omole,55,,England,Crawley Town,64,37,44,45,53,65
N. Wicht,55,,Switzerland,TSV 1860 München,71,51,55,58,43,56
Shi Liang,55,,China PR,Meizhou Hakka,60,51,51,58,56,64
V. Rai,55,,India,Mumbai City FC,59,41,48,48,53,69
R. Cronvall,55,,Sweden,Varbergs BoIS FC,72,56,41,52,20,46
M. Leaburn,55,,England,Charlton Athletic,70,52,38,54,25,71
O. Wallin,55,,Sweden,Degerfors IF,61,22,47,48,53,64
J. Hardy,55,,England,Accrington Stanley,69,57,38,56,18,48
T. Chatelain,55,,France,Stade Lavallois Mayenne FC,56,54,53,55,20,57
L. Bayere Junior,55,,Côte d'Ivoire,Hammarby IF,70,53,37,52,20,59
Zhao Jianfei,55,,China PR,Shandong Taishan,69,26,33,45,54,63
H. Ransom,55,,England,Crawley Town,55,26,41,40,55,62
B. Arabuli,55,,Georgia,Macarthur FC,55,56,45,56,38,57
G. Dragomir,55,,Romania,Sepsi OSK Sf. Gheorghe,79,44,49,55,40,46
F. Kramarz,55,,Poland,Cracovia,50,57,53,57,43,55
J. Peitzmeier,55,,Germany,FC St. Pauli,59,58,54,51,28,53
Jithin MS,55,,India,NorthEast United FC,76,49,49,56,33,54
I. Khan,55,,India,NorthEast United FC,65,46,52,57,49,51
B. Singh,55,,India,Kerala Blasters FC,64,53,43,56,35,59
S. Lagerlund,55,,Sweden,BK Häcken,66,23,34,37,55,64
O. Wiklöf,55,,Finland,SC Freiburg II,63,39,52,54,46,58
C. Clayden,55,,England,Charlton Athletic,76,43,48,55,45,53
R. Sava,55,,Romania,CFR Cluj,58,54,44,60,25,50
A. Al Alawi,55,,Saudi Arabia,Al Nassr,71,25,49,50,48,59
R. Scott,55,,England,Reading,80,51,43,59,23,47
K. Moore,55,,Republic of Ireland,UCD AFC,56,53,49,55,47,53
L. Webb,55,,Wales,Swansea City,57,53,54,55,26,55
M. Doda,55,,Albania,Palermo,66,28,38,49,51,57
M. Rongier,55,,France,Amiens SC,59,54,56,56,29,53
Shi Chenglong,55,,China PR,Henan Songshan Longmen FC,56,56,55,54,24,54
J. Dewsnup,55,,United States,Real Salt Lake,58,58,45,53,20,52
F. Hellichius,55,,Sweden,IFK Norrköping,64,38,55,58,45,54
M. Agnarsson,55,,Faroe Islands,Viborg FF,67,41,51,59,47,45
K. Burks,55,,United States,Chicago Fire Football Club,64,44,32,43,55,67
K. Stokes,55,,Australia,Melbourne City FC,58,24,43,44,52,68
M. Braune,55,,Germany,MSV Duisburg,59,56,52,60,28,48
A. Al Sultan,55,,Saudi Arabia,Al Tai,58,25,39,40,54,65
J. Melhado,55,,England,Salford City,74,46,52,54,47,62
B. Miranda,55,,India,Kerala Blasters FC,80,48,49,56,36,59
A. Buttaro,55,,Italy,Palermo,59,25,37,41,55,61
D. Teves,55,,United States,Seattle Sounders FC,63,51,50,56,44,46
N. Triantis,55,,Australia,Central Coast Mariners,60,21,39,41,55,62
M. Beernaert,55,,Belgium,SV Zulte Waregem,59,50,51,55,34,59
C. Smith,55,,United States,FC Dallas,71,37,45,50,51,55
B. Al Enazi,55,,Saudi Arabia,Al Tai,56,52,56,59,42,56
S. Gama,55,,India,FC Goa,72,42,45,54,47,55
Yang Yilin,55,,China PR,Meizhou Hakka,58,42,54,56,32,49
B. Kvist,55,,Denmark,Brøndby IF,69,48,50,60,35,46
D. Benga,55,,Romania,Universitatea Craiova,74,32,44,50,51,51
E. Canpolat,55,,Germany,Kasimpaşa SK,59,51,51,50,23,58
N. Niski,55,,Poland,Legia Warszawa,62,29,38,50,53,54
K. Kardyś,55,,Poland,PGE FKS Stal Mielec,72,50,50,55,29,49
I. Andres,55,,Romania,FC Voluntari,65,28,33,36,54,69
E. McWoods,55,,United States,Finn Harps,77,54,37,55,19,66
A. Markanich,55,,United States,Colorado Rapids,70,22,41,53,54,54
B. Grawe,55,,Germany,SV Sandhausen,59,56,54,59,35,47
R. Maher,55,,Republic of Ireland,Walsall,72,50,52,59,35,44
J. Hamilton,55,,Scotland,Hartlepool United,67,54,39,51,20,58
M. Dignam,55,,Republic of Ireland,UCD AFC,54,38,50,55,49,60
W. Sibon,55,,Netherlands,FC Emmen,54,58,49,56,31,55
D. Angleberger,55,,Germany,SpVgg Greuther Fürth,62,41,55,55,57,49
Y. Boyar,55,,Turkey,Atakaş Hatayspor,54,53,55,62,24,56
K. Holmén,55,,Sweden,IF Elfsborg,59,45,57,54,43,53
K. Singh,55,,India,SC East Bengal FC,55,50,53,57,34,52
K. Ledwidge,55,,Republic of Ireland,Shelbourne FC,69,31,46,54,53,58
M. Ejdum,55,,Denmark,Odense Boldklub,65,39,53,56,37,48
N. Tamang,55,,India,Hyderabad FC,68,26,42,45,51,65
T. Rausch,55,,Germany,FC Ingolstadt 04,70,28,38,57,49,53
B. Kłudka,55,,Poland,Zagłębie Lubin,71,31,43,48,49,59
J. Diaz,55,,France,FC Nantes,64,28,47,45,58,48
K. Lepczyński,55,,Poland,Zagłębie Lubin,64,28,38,34,54,67
A. Abdulai,55,,England,Swansea City,57,32,52,51,49,60
H. Biler,55,,England,AFC Wimbledon,71,29,45,54,49,57
B. Singh,55,,India,Jamshedpur FC,73,46,48,57,49,46
C. Ignat,55,,Moldova,Rapid București,77,31,37,39,55,65
R. Finnigan,55,,England,Southampton,57,49,55,57,47,54
Jeong Han Min,55,,Korea Republic,FC Seoul,68,58,43,57,27,57
J. Singh,55,,India,Jamshedpur FC,76,41,49,55,54,65
A. Wikman,55,,Sweden,IK Sirius,67,47,53,57,53,51
M. Cudjoe,55,,Ghana,Dundee United,74,49,54,61,30,37
T. Fadahunsi,55,,England,Sutton United,67,56,44,58,19,60
Cui Ming'an,55,,China PR,Dalian Professional Football Club,58,42,56,51,52,64
R. Graydon,55,,Republic of Ireland,Derry City,66,51,53,55,31,52
A. Singh Kiyam,55,,India,SC East Bengal FC,69,42,53,60,50,59
B. Zeneli,55,,Sweden,IF Elfsborg,70,52,47,61,22,45
Á. Nistor,55,,Romania,Sepsi OSK Sf. Gheorghe,74,38,53,59,28,45
L. Ayina,55,,France,Huddersfield Town,76,26,31,40,56,65
D. Moreno,55,,Chile,Unión La Calera,62,56,38,49,18,51
V. Widell,55,,Sweden,IF Elfsborg,67,37,46,52,50,57
A. Al Qahtani,55,,Saudi Arabia,Al Raed,69,51,50,56,24,52
L. Petzold,55,,Germany,SpVgg Bayreuth,56,54,59,56,40,58
V. Andersson,55,,Sweden,Malmö FF,53,57,55,58,27,52
J. Giurgi,55,,Republic of Ireland,Shelbourne FC,62,44,52,56,48,49
C. Addai,55,,Jamaica,Crawley Town,56,52,53,57,22,53
Chen Rijin,55,,China PR,Guangzhou FC,64,28,35,50,55,47
Xiong Fei,55,,China PR,Wuhan Three Towns,58,29,46,41,50,65
N. Jahn,55,,Germany,1. FC Nürnberg,63,43,55,55,45,43
Lee Ho Jae,55,,Korea Republic,Pohang Steelers,51,59,39,43,26,67
K. Olaigbe,55,,Belgium,Ross County FC,72,57,51,56,28,43
C. Espinoza,55,,Chile,Unión Española,61,48,54,58,43,49
M. Chaiwa,55,,Zambia,BSC Young Boys,74,36,47,54,51,68
L. Jenkins,55,,England,AFC Wimbledon,61,27,38,46,52,67
Choi Do Yun,55,,Korea Republic,Pohang Steelers,62,31,44,46,52,51
D. Kacuri,55,,Switzerland,Grasshopper Club Zürich,69,45,54,55,37,58
F. Choudhary,55,,India,Jamshedpur FC,75,42,49,58,39,58
J. Hammel,55,,Switzerland,Grasshopper Club Zürich,58,54,55,57,18,49
C. Montgomery,55,,Canada,Minnesota United FC,42,30,38,41,52,67
A. Beck,55,,Denmark,Aarhus GF,67,48,55,58,46,50
A. Adelgaard,55,,Denmark,Odense Boldklub,68,29,36,50,55,54
K. Sifama,55,,South Africa,Kaizer Chiefs,66,52,47,60,34,43
N. Pacławski,55,,Poland,Lech Poznań,81,53,41,50,18,52
J. Ryan,54,,Republic of Ireland,U.S. Sassuolo Calcio,64,41,49,53,49,52
S. Stalin,54,,India,Mumbai City FC,66,26,44,49,50,55
P. Fahrner,54,,Germany,SC Freiburg II,63,37,53,56,42,54
E. Austbø,54,,Norway,Viking FK,71,57,45,58,19,43
N. Meetei,54,,India,Chennaiyin FC,87,42,45,56,29,45
E. Kirkman,54,,Chile,CD Everton de Viña del Mar,54,51,56,55,28,50
A. Carter,54,,Australia,Macarthur FC,59,58,39,47,23,41
M. Dorgeles,54,,Côte d'Ivoire,FC Nordsjælland,73,45,54,59,38,43
R. Dagar,54,,India,Jamshedpur FC,54,55,53,52,28,54
A. Fouad,54,,Saudi Arabia,Ettifaq FC,59,25,38,45,52,66
S. Jansen,54,,Netherlands,Go Ahead Eagles,58,54,58,55,17,46
L. Rhöse,54,,Sweden,Kalmar FF,69,37,40,47,48,61
B. Smales-Braithwaite,54,,England,Barrow,70,54,41,50,18,51
E. Ilesanmi,54,,England,Harrogate Town,62,53,39,51,23,65
C. Windust,54,,Australia,Central Coast Mariners,53,23,33,39,55,58
J. Hull,54,,England,Rotherham United,51,24,32,34,54,67
A. Gülstorff,54,,Denmark,FC Nordsjælland,55,52,51,56,43,52
M. Bozinovski,54,,North Macedonia,Melbourne Victory,33,27,32,34,53,68
M. Holíček,54,,Slovakia,Crewe Alexandra,74,47,47,56,31,52
M. Ree,54,,Norway,Viking FK,55,54,57,52,23,52
K. Jelacic,54,,New Zealand,Perth Glory,74,51,49,56,20,55
E. Blikstad,54,,Norway,Strømsgodset IF,59,27,39,49,54,52
S. Soumah,54,,Guinea,SC Bastia,70,54,43,53,20,54
J. Lewicki,54,,Poland,Jagiellonia Białystok,63,42,48,51,47,54
J. Taylor,54,,Wales,Peterborough United,71,55,36,45,20,57
H. Al Dubais,54,,Saudi Arabia,Al Khaleej,69,53,43,53,22,55
R. Austin,54,,Wales,Wrexham AFC,63,26,34,41,52,66
R. Díaz Desidel,54,,Chile,CD Everton de Viña del Mar,63,42,52,56,42,39
M. Ferkranus,54,,United States,LA Galaxy,51,21,37,33,55,60
D. Higgins,54,,Republic of Ireland,UCD AFC,66,48,51,57,49,53
C. dos Santos,54,,United States,Inter Miami CF,55,53,54,53,27,53
Z. Ryan,54,,United States,New York Red Bulls,64,55,47,51,38,57
M. Williams,54,,Barbados,Macarthur FC,58,49,52,48,48,56
C. Andersson,54,,Sweden,Kalmar FF,57,55,54,58,31,52
N. Botić,54,,Australia,Western United FC,51,53,41,55,21,50
I. Strzałek,54,,Poland,Legia Warszawa,66,44,55,57,37,40
F. Trpcevski,54,,North Macedonia,BK Häcken,70,49,47,59,26,36
L. Badley-Morgan,54,,Jamaica,Stoke City,63,29,39,43,54,57
H. Al Abdan,54,,Saudi Arabia,Al Khaleej,68,39,55,57,28,37
M. Douane,54,,France,FC Metz,59,47,53,60,27,46
B. Holmes,54,,England,Blackpool,67,52,34,53,20,53
L. Payne,54,,England,Southampton,61,32,42,47,51,55
J. Mullins,54,,Republic of Ireland,Bohemian FC,54,49,49,59,28,38
S. Panwar,54,,India,Odisha FC,67,37,40,45,51,71
C. Harvey,54,,Panama,LA Galaxy,53,42,52,54,51,61
V. Angelini,54,,Scotland,Watford,50,52,49,58,32,54
R. Danu,54,,India,Hyderabad FC,76,53,46,54,26,44
K. Berkoe,54,,England,Salford City,78,28,34,50,48,60
F. Mariaca,54,,Bolivia,Club Deportivo Jorge Wilstermann,59,36,49,54,49,48
E. Tellgren,54,,Sweden,IFK Norrköping,60,29,32,36,57,55
M. Halliday,54,,United States,Orlando City Soccer Club,67,29,43,48,49,59
W. Al Enazi,54,,Saudi Arabia,Al Fateh,55,53,53,56,36,53
A. Madaliński,54,,Poland,Miedź Legnica,55,50,50,58,17,57
M. Rahman,54,,India,SC East Bengal FC,67,48,51,56,48,67
A. Ordoñez,54,,United States,FC Cincinnati,56,55,50,55,24,50
J. Sveinhaug,54,,Norway,Lillestrøm SK,55,54,58,56,34,53
O. Hammond,54,,England,Nottingham Forest,66,43,50,59,48,60
A. Bahusayn,54,,Saudi Arabia,Al Ittihad,64,48,55,57,49,57
L. Kåhed,54,,Sweden,IFK Göteborg,73,42,49,60,30,38
R. Tlang,54,,India,FC Goa,76,44,47,54,29,54
S. La Vardera,54,,Italy,Cosenza,67,26,31,47,56,60
A. Bendle,54,,England,AFC Wimbledon,62,38,49,53,50,56
T. Monney,54,,Switzerland,FC Luzern,57,25,28,31,53,68
M. Al Bishi,54,,Saudi Arabia,Al Raed,64,42,55,60,42,58
W. Njie,54,,Norway,Sandefjord Fotball,81,53,36,55,15,53
